source_policy,score_panel,dimension,task,null_mse,global_model_mse,task_model_mse,relative_mse_reduction,split_p05,split_p95,fraction_splits_improved
exclude,without_MiniMax-M3,affective_warmth,ALL_EQUAL_TASK_WEIGHT,0.6808082452125421,0.5270436342950164,0.4562507239133249,0.13438244841388594,0.0973417648871733,0.15847803715204628,1.0
exclude,without_MiniMax-M3,affective_warmth,longtutor,0.7470486111111111,0.5423406494905919,0.4608388464817942,0.15034525903129087,0.09163419611827882,0.1864749727207804,1.0
exclude,without_MiniMax-M3,affective_warmth,mathdial_hard,0.9826027199074074,0.7116198501206178,0.7122554991989821,-0.000536435109025154,-0.08578435343971998,0.05196619830373918,0.58
exclude,without_MiniMax-M3,affective_warmth,mathdial_standard,0.9935816498316499,0.6894405767453914,0.6519085499725231,0.054500432240615994,0.005911540352361206,0.0873044222395475,0.96
exclude,without_MiniMax-M3,affective_warmth,socratic,0.0,0.16477346082346447,0.0,1.0,1.0,1.0,1.0
exclude,without_MiniMax-M3,autonomy_support,ALL_EQUAL_TASK_WEIGHT,0.6362720630787037,0.520860654765914,0.48066880467913925,0.07726995216836319,0.035471806660493245,0.1063223873495537,1.0
exclude,without_MiniMax-M3,autonomy_support,longtutor,0.6598958333333332,0.5271503974081453,0.49727806138708464,0.05673707044203843,-0.029530480682979733,0.10870813916406609,0.88
exclude,without_MiniMax-M3,autonomy_support,mathdial_hard,0.9818070023148148,0.773285796137229,0.7606692168932162,0.01684585060008226,-0.07901981653982365,0.08187365252898254,0.63
exclude,without_MiniMax-M3,autonomy_support,mathdial_standard,0.8802083333333335,0.6525278503467029,0.6422489072348684,0.01591234337917078,-0.05630143366660426,0.04762964867469363,0.8
exclude,without_MiniMax-M3,autonomy_support,socratic,0.02317708333333333,0.13047857517157913,0.022479033201387767,0.8275360678282734,0.8182113283579917,0.836933108687701,1.0
exclude,without_MiniMax-M3,cognitive_load,ALL_EQUAL_TASK_WEIGHT,0.40998428293350175,0.3472570399512267,0.34336592967824814,0.011260524984999748,-0.026881003812699023,0.038213095459824514,0.75
exclude,without_MiniMax-M3,cognitive_load,longtutor,0.5026041666666666,0.3835645044828989,0.3736310999464654,0.026202009752563656,-0.06288519498556452,0.07450724091260029,0.8
exclude,without_MiniMax-M3,cognitive_load,mathdial_hard,0.4516059027777778,0.40651838489627146,0.41141514607891905,-0.011725223392113954,-0.09985238415348756,0.04036710380300381,0.45
exclude,without_MiniMax-M3,cognitive_load,mathdial_standard,0.432081228956229,0.36077854656178404,0.3626455046697263,-0.005168573462755028,-0.059599346083993095,0.025354129865210507,0.47
exclude,without_MiniMax-M3,cognitive_load,socratic,0.25364583333333335,0.23816672386395246,0.22577196801788182,0.051968784313424346,0.012385831824638278,0.07962147637482458,0.96
exclude,without_MiniMax-M3,diagnostic_specificity,ALL_EQUAL_TASK_WEIGHT,0.747592789877946,0.7132411749689258,0.6975540211137846,0.022114765392577597,-0.029123971540693683,0.05367946571542001,0.83
exclude,without_MiniMax-M3,diagnostic_specificity,longtutor,1.1609375,1.0347599052170893,0.9714149216923116,0.06142953221982167,-0.004771304162335286,0.10427898866808796,0.93
exclude,without_MiniMax-M3,diagnostic_specificity,mathdial_hard,1.1961082175925926,1.1411772291759734,1.1919573801238736,-0.04397316588834371,-0.15568625914149653,0.012713751548107943,0.2
exclude,without_MiniMax-M3,diagnostic_specificity,mathdial_standard,0.631155303030303,0.6240666420383808,0.6245971635180527,-0.0008894412106690275,-0.042820020370680986,0.028069755689322518,0.51
exclude,without_MiniMax-M3,diagnostic_specificity,socratic,0.0021701388888888886,0.05296092344425978,0.0022466191209000994,0.9573632877713457,0.952842671123788,0.9625785270156492,1.0
exclude,without_MiniMax-M3,elicitation,ALL_EQUAL_TASK_WEIGHT,1.0392126012731482,0.8450685506169681,0.7565521878186936,0.1048139102189457,0.06616913224798511,0.12960529001296944,1.0
exclude,without_MiniMax-M3,elicitation,longtutor,1.1395833333333332,0.8828232238517768,0.7970770226504446,0.09727263023307936,0.031449717519677005,0.14571310647476504,0.98
exclude,without_MiniMax-M3,elicitation,mathdial_hard,1.5844545717592595,1.2338102276296055,1.2017989642786342,0.026358933212696577,-0.06809747054185486,0.0856691776856589,0.75
exclude,without_MiniMax-M3,elicitation,mathdial_standard,1.4288194444444442,1.048519292075527,1.0232229839905689,0.024202507199882036,-0.018864759863510758,0.05575740472295145,0.82
exclude,without_MiniMax-M3,elicitation,socratic,0.003993055555555555,0.21512145891096326,0.0041097803551267765,0.9808688927192278,0.9795141867246311,0.9820277800591299,1.0
exclude,without_MiniMax-M3,epistemic_caution,ALL_EQUAL_TASK_WEIGHT,0.1754988031355219,0.17174446525007295,0.17293041651736182,-0.006785900471924809,-0.04288144286519941,0.025404128179832047,0.41
exclude,without_MiniMax-M3,epistemic_caution,longtutor,0.3486111111111111,0.33242901738986935,0.3347873334159543,-0.006729626158014577,-0.06915803486941614,0.037584710631211674,0.48
exclude,without_MiniMax-M3,epistemic_caution,mathdial_hard,0.1492332175925926,0.1488420087389275,0.1560834234681827,-0.04811905916088502,-0.1481217077381849,0.007208487592249671,0.12
exclude,without_MiniMax-M3,epistemic_caution,mathdial_standard,0.20328282828282826,0.1966740618526007,0.19996224078791539,-0.016700369752469944,-0.06872549846948088,0.016864200178618102,0.31
exclude,without_MiniMax-M3,epistemic_caution,socratic,0.0008680555555555554,0.009032773018894128,0.0008886683973949095,0.9004965385631734,0.8859140070274796,0.9198200148814044,1.0
exclude,without_MiniMax-M3,help_directness,ALL_EQUAL_TASK_WEIGHT,0.7127719249789563,0.5753678778648946,0.5358980367558268,0.06865753657417938,0.03255858071839339,0.09659901091648397,1.0
exclude,without_MiniMax-M3,help_directness,longtutor,0.6512152777777779,0.4726903253277307,0.45618482669828625,0.035021348365635634,-0.04914330091350172,0.0836274382146957,0.84
exclude,without_MiniMax-M3,help_directness,mathdial_hard,1.056929976851852,0.8407442071875648,0.8389244297234575,0.002466380533524605,-0.08528483707670066,0.05322197658441054,0.6
exclude,without_MiniMax-M3,help_directness,mathdial_standard,1.082438973063973,0.8076357382305106,0.7889490978614464,0.023193377048215492,-0.022597539644371157,0.050736098611949304,0.79
exclude,without_MiniMax-M3,help_directness,socratic,0.06050347222222223,0.1804012407137723,0.05953379274011695,0.6697992650707425,0.6534219745906101,0.6850306864853222,1.0
